Flights (Delta Air Lines - All Airports ),,,,
Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2013,4,"62,354","9,099","71,453"
2013,5,"64,207","9,717","73,924"
2013,6,"66,266","10,866","77,132"
2013,7,"69,227","11,927","81,154"
2013,8,"69,479","11,667","81,146"
2013,9,"62,388","9,669","72,057"
2013,10,"65,587","9,294","74,881"
2013,11,"61,500","8,654","70,154"
2013,12,"60,717","9,730","70,447"
2013,TOTAL,"754,873","117,586","872,459"
2014,1,"56,300","9,944","66,244"
2014,2,"51,726","9,056","60,782"
2014,3,"67,085","11,108","78,193"
2014,4,"65,806","10,012","75,818"
2014,5,"68,221","10,613","78,834"
2014,6,"69,904","11,942","81,846"
2014,7,"72,875","12,804","85,679"
2014,8,"72,902","12,746","85,648"
2014,9,"67,122","10,459","77,581"
2014,10,"70,812","9,911","80,723"
2014,11,"67,079","9,173","76,252"
2014,12,"66,621","10,575","77,196"
2014,TOTAL,"796,453","128,343","924,796"
2015,1,"63,957","11,441","75,398"
2015,2,"59,378","9,983","69,361"
2015,3,"73,836","11,797","85,633"
2015,4,"72,219","11,181","83,400"
2015,5,"74,937","11,743","86,680"
2015,6,"77,368","12,580","89,948"
2015,7,"80,943","13,462","94,405"
2015,8,"81,178","13,450","94,628"
2015,9,"72,242","10,808","83,050"
2015,10,"75,652","10,098","85,750"
2015,11,"72,350","9,395","81,745"
2015,12,"70,846","10,920","81,766"
2015,TOTAL,"874,906","136,858","1,011,764"
2016,1,"68,903","11,834","80,737"
2016,2,"67,661","10,744","78,405"
2016,3,"78,326","11,733","90,059"
2016,4,"76,677","11,525","88,202"
2016,5,"80,644","11,884","92,528"
2016,6,"81,770","12,641","94,411"
2016,7,"83,844","13,534","97,378"
2016,8,"82,950","13,175","96,125"
2016,9,"75,632","10,963","86,595"
2016,10,"78,599","10,312","88,911"
2016,11,"74,194","9,061","83,255"
2016,12,"71,642","11,509","83,151"
2016,TOTAL,"920,842","138,915","1,059,757"
2017,1,"69,354","12,069","81,423"
2017,2,"65,129","10,496","75,625"
2017,3,"78,839","12,290","91,129"
2017,4,"74,141","12,094","86,235"
2017,5,"80,904","12,492","93,396"
2017,6,"81,187","13,265","94,452"
2017,7,"83,843","14,066","97,909"
2017,8,"84,816","13,687","98,503"
2017,9,"74,074","11,305","85,379"
2017,10,"79,605","11,038","90,643"
2017,11,"74,440","9,763","84,203"
2017,12,"70,899","11,730","82,629"
2017,TOTAL,"917,231","144,295","1,061,526"
2018,1,"69,959","12,395","82,354"
2018,2,"66,400","10,979","77,379"
2018,3,"80,645","12,813","93,458"
2018,4,"78,895","12,102","90,997"
2018,5,"81,914","12,729","94,643"
2018,6,"83,840","13,481","97,321"
2018,7,"86,766","14,228","100,994"
2018,8,"88,074","13,812","101,886"
2018,9,"78,175","11,620","89,795"
2018,10,"82,219","11,267","93,486"
2018,11,"76,362","9,959","86,321"
2018,12,"75,133","11,563","86,696"
2018,TOTAL,"948,382","146,948","1,095,330"
2019,1,"73,774","12,201","85,975"
2019,2,"67,498","10,950","78,448"
2019,3,"84,277","12,821","97,098"
2019,4,"81,982","12,271","94,253"
2019,5,"85,854","13,105","98,959"
2019,6,"87,557","13,582","101,139"
2019,7,"90,848","14,052","104,900"
2019,8,"91,358","14,059","105,417"
2019,9,"81,601","12,186","93,787"
2019,10,"86,493","11,821","98,314"
2019,11,"80,078","10,159","90,237"
2019,12,"81,702","11,720","93,422"
2019,TOTAL,"993,022","148,927","1,141,949"
2020,1,"80,201","12,496","92,697"
2020,2,"75,595","11,032","86,627"
2020,3,"66,956","8,092","75,048"
2020,4,"19,124",465,"19,589"
2020,5,"16,970",409,"17,379"
2020,6,"21,892",749,"22,641"
2020,7,"36,947","2,019","38,966"
2020,8,"47,472","2,745","50,217"
2020,9,"44,289","2,973","47,262"
2020,10,"46,812","3,909","50,721"
2020,11,"48,481","4,629","53,110"
2020,12,"48,898","6,383","55,281"
2020,TOTAL,"553,637","55,901","609,538"
2021,1,"48,209",,
2021,2,"42,957",,
2021,3,"55,788",,
2021,TOTAL,"146,954",0,0
,,,,
Note: All numbers are for scheduled services.,,,,
,,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,,
