time,close
2012-08-09,17.87
2012-08-10,17.76
2012-08-13,18.19
2012-08-14,18.05
2012-08-15,18.19
2012-08-16,18.3
2012-08-17,18.405
2012-08-20,19.46
2012-08-21,19.58
2012-08-22,19.35
2012-08-23,19.3
2012-08-24,19.28
2012-08-27,19.02
2012-08-28,18.53
2012-08-29,18.33
2012-08-30,18.31
2012-08-31,18.46
2012-09-04,18.1
2012-09-05,19.08
2012-09-06,19.56
2012-09-07,19.71
2012-09-10,20.075
2012-09-11,19.8
2012-09-12,20.32
2012-09-13,20.09
2012-09-14,20.06
2012-09-17,19.74
2012-09-18,19.28
2012-09-19,20.69
2012-09-20,20.26
2012-09-21,20.01
2012-09-24,20.2
2012-09-25,19.84
2012-09-26,20.15
2012-09-27,19.37
2012-09-28,19.49
2012-10-01,19.78
2012-10-02,19.95
2012-10-03,21.15
2012-10-04,20.81
2012-10-05,21.05
2012-10-08,20.9
2012-10-09,20.5
2012-10-10,20.18
2012-10-11,19.9199
2012-10-12,20.0
2012-10-15,20.4
2012-10-16,20.34
2012-10-17,20.62
2012-10-18,20.59
2012-10-19,20.12
2012-10-22,20.49
2012-10-23,20.5
2012-10-24,20.27
2012-10-25,19.27
2012-10-26,19.21
2012-10-31,19.22
2012-11-01,19.47
2012-11-02,19.73
2012-11-05,20.24
2012-11-06,20.46
2012-11-07,20.52
2012-11-08,21.24
2012-11-09,21.04
2012-11-12,21.05
2012-11-13,20.95
2012-11-14,19.98
2012-11-15,19.52
2012-11-16,19.51
2012-11-19,19.705
2012-11-20,19.765
2012-11-21,19.92
2012-11-23,20.1
2012-11-26,20.16
2012-11-27,20.13
2012-11-28,20.19
2012-11-29,20.17
2012-11-30,20.2
2012-12-03,19.83
2012-12-04,19.85
2012-12-05,19.9
2012-12-06,20.51
2012-12-07,20.51
2012-12-10,20.9
2012-12-11,21.71
2012-12-12,21.42
2012-12-13,23.052
2012-12-14,23.02
2012-12-17,23.35
2012-12-18,23.57
2012-12-19,23.95
2012-12-20,24.115
2012-12-21,24.19
2012-12-24,23.855
2012-12-26,23.705
2012-12-27,23.19
2012-12-28,23.03
2012-12-31,23.37
2013-01-02,24.18
2013-01-03,24.92
2013-01-04,25.845
2013-01-07,25.66
2013-01-08,25.63
2013-01-09,25.64
2013-01-10,25.39
2013-01-11,25.98
2013-01-14,25.99
2013-01-15,25.96
2013-01-16,26.2
2013-01-17,25.755
2013-01-18,24.785
2013-01-22,25.2
2013-01-23,24.99
2013-01-24,25.54
2013-01-25,25.49
2013-01-28,24.79
2013-01-29,23.97
2013-01-30,24.07
2013-01-31,24.14
2013-02-01,24.18
2013-02-04,23.94
2013-02-05,24.25
2013-02-06,25.305
2013-02-07,25.73
2013-02-08,26.31
2013-02-11,26.495
2013-02-12,25.88
2013-02-13,26.17
2013-02-14,25.86
2013-02-15,26.38
2013-02-19,26.75
2013-02-20,26.065
2013-02-21,25.91
2013-02-22,26.37
2013-02-25,26.3
2013-02-26,25.98
2013-02-27,26.96
2013-02-28,26.69
2013-03-01,27.37
2013-03-04,28.82
2013-03-05,29.53
2013-03-06,29.31
2013-03-07,29.61
2013-03-08,31.379
2013-03-11,30.62
2013-03-12,29.96
2013-03-13,30.83
2013-03-14,31.18
2013-03-15,30.96
2013-03-18,31.2
2013-03-19,31.79
2013-03-20,32.57
2013-03-21,32.3
2013-03-22,31.88
2013-03-25,31.9
2013-03-26,31.8
2013-03-27,32.32
2013-03-28,32.01
2013-04-01,30.98
2013-04-02,29.39
2013-04-03,28.66
2013-04-04,29.295
2013-04-05,29.27
2013-04-08,30.04
2013-04-09,29.3
2013-04-10,29.84
2013-04-11,30.28
2013-04-12,30.31
2013-04-15,29.09
2013-04-16,30.86
2013-04-17,30.91
2013-04-18,30.24
2013-04-19,30.59
2013-04-22,30.14
2013-04-23,31.09
2013-04-24,31.39
2013-04-25,30.9
2013-04-26,31.15
2013-04-29,32.01
2013-04-30,32.3
2013-05-01,32.01
2013-05-02,32.59
2013-05-03,33.01
2013-05-06,33.57
2013-05-07,33.37
2013-05-08,33.27
2013-05-09,32.57
2013-05-10,32.87
2013-05-13,32.91
2013-05-14,33.3
2013-05-15,34.41
2013-05-16,34.5
2013-05-17,34.76
2013-05-20,34.3
2013-05-21,33.38
2013-05-22,33.24
2013-05-23,34.36
2013-05-24,34.36
2013-05-28,33.84
2013-05-29,33.005
2013-05-30,32.65
2013-05-31,32.46
2013-06-03,32.15
2013-06-04,32.19
2013-06-05,31.24
2013-06-06,30.67
2013-06-07,32.94
2013-06-10,33.32
2013-06-11,32.47
2013-06-12,32.05
2013-06-13,32.65
2013-06-14,32.66
2013-06-17,32.1
2013-06-18,32.42
2013-06-19,31.82
2013-06-20,31.17
2013-06-21,30.05
2013-06-24,29.48
2013-06-25,30.76
2013-06-26,30.74
2013-06-27,31.35
2013-06-28,31.31
2013-07-01,32.54
2013-07-02,31.49
2013-07-03,31.24
2013-07-05,31.79
2013-07-08,31.49
2013-07-09,31.98
2013-07-10,30.74
2013-07-11,30.83
2013-07-12,31.45
2013-07-15,32.0
2013-07-16,31.17
2013-07-17,33.69
2013-07-18,34.5
2013-07-19,34.52
2013-07-22,35.0
2013-07-23,34.57
2013-07-24,34.96
2013-07-25,34.3
2013-07-26,36.2426
2013-07-29,34.85
2013-07-30,34.96
2013-07-31,34.86
2013-08-01,35.34
2013-08-02,35.63
2013-08-05,34.88
2013-08-06,33.56
2013-08-07,34.06
2013-08-08,34.81
2013-08-09,33.7
2013-08-12,33.22
2013-08-13,30.73
2013-08-14,30.03
2013-08-15,30.08
2013-08-16,30.86
2013-08-19,30.04
2013-08-20,30.06
2013-08-21,29.73
2013-08-22,30.1
2013-08-23,29.71
2013-08-26,29.86
2013-08-27,27.71
2013-08-28,27.94
2013-08-29,28.49
2013-08-30,28.47
2013-09-03,28.64
2013-09-04,29.325
2013-09-05,29.69
2013-09-06,29.72
2013-09-09,31.04
2013-09-10,33.29
2013-09-11,32.67
2013-09-12,31.68
2013-09-13,32.19
2013-09-16,32.65
2013-09-17,32.96
2013-09-18,33.27
2013-09-19,33.8
2013-09-20,33.49
2013-09-23,33.19
2013-09-24,33.89
2013-09-25,34.13
2013-09-26,34.07
2013-09-27,30.91
2013-09-30,30.71
2013-10-01,31.37
2013-10-02,30.93
2013-10-03,31.65
2013-10-04,31.74
2013-10-07,30.98
2013-10-08,30.23
2013-10-09,30.09
2013-10-10,30.11
2013-10-11,30.115
2013-10-14,29.9
2013-10-15,29.67
2013-10-16,29.95
2013-10-17,31.15
2013-10-18,30.91
2013-10-21,30.57
2013-10-22,31.18
2013-10-23,30.95
2013-10-24,31.29
2013-10-25,31.18
2013-10-28,32.11
2013-10-29,33.93
2013-10-30,33.92
2013-10-31,33.95
2013-11-01,35.53
2013-11-04,35.85
2013-11-05,35.53
2013-11-06,34.49
2013-11-07,34.01
2013-11-08,35.35
2013-11-11,35.32
2013-11-12,36.79
2013-11-13,36.0
2013-11-14,36.49
2013-11-15,36.75
2013-11-18,36.38
2013-11-19,37.79
2013-11-20,37.26
2013-11-21,37.095
2013-11-22,38.55
2013-11-25,39.83
2013-11-26,39.05
2013-11-27,39.42
2013-11-29,39.31
2013-12-02,38.56
2013-12-03,37.17
2013-12-04,37.57
2013-12-05,36.8
2013-12-06,36.72
2013-12-09,37.53
2013-12-10,37.6
2013-12-11,36.58
2013-12-12,37.63
2013-12-13,38.53
2013-12-16,38.47
2013-12-17,37.31
2013-12-18,37.3
2013-12-19,37.28
2013-12-20,37.37
2013-12-23,36.98
2013-12-24,37.61
2013-12-26,38.06
2013-12-27,36.78
2013-12-30,37.29
2013-12-31,37.82
2014-01-13,44.6
2014-01-14,46.751
2014-01-15,46.52
2014-01-16,47.21
2014-01-17,47.09
2014-01-21,47.92
2014-01-22,49.18
2014-01-23,48.32
2014-01-24,46.13
2014-01-27,45.25
2014-01-28,46.04
2014-01-29,45.44
2014-01-30,46.43
2014-01-31,45.84
2014-02-03,43.82
2014-02-04,43.99
2014-02-05,43.63
2014-02-06,45.01
2014-02-07,45.53
2014-02-10,45.11
2014-02-11,44.02
2014-02-12,44.5
2014-02-13,45.1
2014-02-14,44.5
2014-02-18,43.67
2014-02-19,43.29
2014-02-20,45.69
2014-02-21,45.59
2014-02-24,46.11
2014-02-25,47.25
2014-02-26,46.81
2014-02-27,46.5
2014-02-28,44.95
2014-03-03,44.0
2014-03-04,45.25
2014-03-05,47.11
2014-03-06,47.98
2014-03-07,47.76
2014-03-10,46.66
2014-03-11,46.19
2014-03-12,45.95
2014-03-13,44.93
2014-03-14,44.41
2014-03-17,45.61
2014-03-18,45.22
2014-03-19,44.68
2014-03-20,45.24
2014-03-21,44.11
2014-03-24,44.45
2014-03-25,45.2
2014-03-26,44.13
2014-03-27,43.88
2014-03-28,42.97
2014-03-31,44.64
2014-04-01,46.9
2014-04-02,47.225
2014-04-03,46.44
2014-04-04,44.88
2014-04-07,44.35
2014-04-08,43.31
2014-04-09,44.51
2014-04-10,42.29
2014-04-11,41.49
2014-04-14,41.11
2014-04-15,41.99
2014-04-16,43.94
2014-04-17,43.54
2014-04-21,43.79
2014-04-22,45.81
2014-04-23,46.06
2014-04-24,41.52
2014-04-25,39.44
2014-04-28,39.2
2014-04-29,41.55
2014-04-30,40.87
2014-05-01,40.93
2014-05-02,40.71
2014-05-05,40.53
2014-05-06,40.1
2014-05-07,39.89
2014-05-08,40.37
2014-05-09,40.15
2014-05-12,41.57
2014-05-13,42.13
2014-05-14,41.89
2014-05-15,40.8
2014-05-16,40.52
2014-05-19,41.25
2014-05-20,40.37
2014-05-21,41.31
2014-05-22,42.01
2014-05-23,43.57
2014-05-27,43.48
2014-05-28,44.89
2014-05-29,44.6
2014-05-30,44.38
2014-06-02,46.73
2014-06-03,47.5
2014-06-04,46.88
2014-06-05,46.99
2014-06-06,48.04
2014-06-09,46.39
2014-06-10,47.76
2014-06-11,45.26
2014-06-12,42.55
2014-06-13,42.78
2014-06-16,42.53
2014-06-17,43.91
2014-06-18,43.74
2014-06-19,43.64
2014-06-20,43.65
2014-06-23,43.14
2014-06-24,41.8
2014-06-25,41.805
2014-06-26,41.5
2014-06-27,41.49
2014-06-30,41.08
2014-07-01,42.26
2014-07-02,39.25
2014-07-03,39.9
2014-07-07,38.62
2014-07-08,39.54
2014-07-09,40.06
2014-07-10,45.18
2014-07-11,45.71
2014-07-14,44.92
2014-07-15,45.22
2014-07-16,44.9
2014-07-17,43.35
2014-07-18,44.25
2014-07-21,43.79
2014-07-22,44.82
2014-07-23,45.99
2014-07-24,44.95
2014-07-25,46.78
2014-07-28,46.555
2014-07-29,45.83
2014-07-30,46.96
2014-07-31,46.4
2014-08-01,46.73
2014-08-04,45.5
2014-08-05,43.93
2014-08-06,43.87
2014-08-07,43.26
2014-08-08,42.98
2014-08-11,43.14
2014-08-12,42.79
2014-08-13,44.11
2014-08-14,45.93
2014-08-15,46.01
2014-08-18,47.84
2014-08-19,47.72
2014-08-20,49.25
2014-08-21,47.98
2014-08-22,48.44
2014-08-25,48.49
2014-08-26,48.21
2014-08-27,48.2
2014-08-28,48.33
2014-08-29,47.61
2014-09-02,49.99
2014-09-03,49.03
2014-09-04,50.41
2014-09-05,50.71
2014-09-08,51.12
2014-09-09,50.85
2014-09-10,51.74
2014-09-11,51.04
2014-09-12,50.43
2014-09-15,49.56
2014-09-16,49.54
2014-09-17,48.91
2014-09-18,49.9199
2014-09-19,49.4
2014-09-22,47.8
2014-09-23,48.28
2014-09-24,48.21
2014-09-25,47.0
2014-09-26,47.33
2014-09-29,46.72
2014-09-30,46.8
2014-10-01,45.46
2014-10-02,46.11
2014-10-03,48.28
2014-10-06,46.95
2014-10-07,45.44
2014-10-08,43.84
2014-10-09,45.04
2014-10-10,43.72
2014-10-13,40.55
2014-10-14,43.17
2014-10-15,42.57
2014-10-16,43.76
2014-10-17,44.6799
2014-10-20,47.2999
2014-10-21,49.54
2014-10-22,49.06
2014-10-23,49.42
2014-10-24,49.62
2014-10-27,51.77
2014-10-28,52.36
2014-10-29,52.27
2014-10-30,51.75
2014-10-31,52.78
2014-11-03,54.27
2014-11-04,55.17
2014-11-05,54.1
2014-11-06,55.66
2014-11-07,54.15
2014-11-10,54.8
2014-11-11,54.66
2014-11-12,54.59
2014-11-13,56.74
2014-11-14,56.1
2014-11-17,56.0
2014-11-18,58.31
2014-11-19,57.52
2014-11-20,56.38
2014-11-21,55.32
2014-11-24,55.909
2014-11-25,56.24
2014-11-26,56.6
2014-11-28,61.23
2014-12-01,59.5899
2014-12-02,59.34
2014-12-03,59.26
2014-12-04,61.745
2014-12-05,63.04
2014-12-08,64.24
2014-12-09,62.52
2014-12-10,63.71
2014-12-11,65.82
2014-12-12,64.13
2014-12-15,64.07
2014-12-16,61.67
2014-12-17,62.87
2014-12-18,64.19
2014-12-19,64.13
2014-12-22,63.97
2014-12-23,62.5
2014-12-24,64.95
2014-12-26,65.28
2014-12-29,65.218
2014-12-30,66.06
2014-12-31,66.86
2015-01-02,66.38
2015-01-05,66.14
2015-01-06,64.6
2015-01-07,65.53
2015-01-08,66.5399
2015-01-09,65.35
2015-01-12,65.87
2015-01-13,66.41
2015-01-14,64.04
2015-01-15,63.84
2015-01-16,65.0
2015-01-20,68.09
2015-01-21,69.19
2015-01-22,72.36
2015-01-23,73.08
2015-01-26,73.62
2015-01-27,71.79
2015-01-28,70.77
2015-01-29,73.53
2015-01-30,69.37
2015-02-02,69.37
2015-02-03,68.04
2015-02-04,71.71
2015-02-05,69.59
2015-02-06,67.54
2015-02-09,64.58
2015-02-10,67.63
2015-02-11,67.09
2015-02-12,67.38
2015-02-13,66.2
2015-02-17,64.981
2015-02-18,66.62
2015-02-19,66.09
2015-02-20,68.03
2015-02-23,68.8299
2015-02-24,70.91
2015-02-25,68.7
2015-02-26,67.39
2015-02-27,65.13
2015-03-02,66.7702
2015-03-03,68.97
2015-03-04,68.66
2015-03-05,67.91
2015-03-06,66.65
2015-03-09,66.15
2015-03-10,64.6
2015-03-11,66.0
2015-03-12,67.74
2015-03-13,67.56
2015-03-16,67.89
2015-03-17,69.08
2015-03-18,68.07
2015-03-19,70.11
2015-03-20,69.97
2015-03-23,67.56
2015-03-24,67.57
2015-03-25,65.56
2015-03-26,64.97
2015-03-27,67.79
2015-03-30,68.17
2015-03-31,67.25
2015-04-01,64.045
2015-04-02,61.8745
2015-04-06,60.13
2015-04-07,59.6
2015-04-08,60.61
2015-04-09,61.17
2015-04-10,61.03
2015-04-13,61.02
2015-04-14,60.24
2015-04-15,60.99
2015-04-16,62.2
2015-04-17,61.5
2015-04-20,62.42
2015-04-21,63.7
2015-04-22,64.0
2015-04-23,62.79
2015-04-24,63.54
2015-04-27,62.01
2015-04-28,61.4
2015-04-29,59.88
2015-04-30,59.75
2015-05-01,61.39
2015-05-04,60.9
2015-05-05,59.22
2015-05-06,59.44
2015-05-07,62.5
2015-05-08,62.44
2015-05-11,62.95
2015-05-12,61.86
2015-05-13,61.21
2015-05-14,61.75
2015-05-15,61.59
2015-05-18,62.24
2015-05-19,60.83
2015-05-20,54.55
2015-05-21,54.12
2015-05-22,53.68
2015-05-26,51.93
2015-05-27,53.71
2015-05-28,53.5
2015-05-29,54.5501
2015-06-01,56.31
2015-06-02,55.93
2015-06-03,55.86
2015-06-04,54.57
2015-06-05,54.09
2015-06-08,51.73
2015-06-09,52.5927
2015-06-10,52.42
2015-06-11,52.48
2015-06-12,52.87
2015-06-15,52.24
2015-06-16,51.2175
2015-06-17,51.32
2015-06-18,52.0
2015-06-19,53.26
2015-06-22,54.85
2015-06-23,55.23
2015-06-24,54.445
2015-06-25,54.93
2015-06-26,54.47
2015-06-29,52.81
2015-06-30,53.0
2015-07-01,51.69
2015-07-02,51.48
2015-07-06,53.8
2015-07-07,54.25
2015-07-08,52.82
2015-07-09,53.23
2015-07-10,55.5
2015-07-13,56.38
2015-07-14,55.74
2015-07-15,55.49
2015-07-16,54.9876
2015-07-17,55.69
2015-07-20,55.34
2015-07-21,56.0
2015-07-22,57.0
2015-07-23,56.68
2015-07-24,56.46
2015-07-27,56.77
2015-07-28,58.45
2015-07-29,57.195
2015-07-30,56.83
2015-07-31,56.38
2015-08-03,58.32
2015-08-04,58.92
2015-08-05,58.11
2015-08-06,57.48
2015-08-07,56.74
2015-08-10,57.14
2015-08-11,57.89
2015-08-12,57.41
2015-08-13,58.34
2015-08-14,58.54
2015-08-17,59.59
2015-08-18,58.45
2015-08-19,58.22
2015-08-20,56.63
2015-08-21,55.08
2015-08-24,52.33
2015-08-25,52.1
2015-08-26,53.92
2015-08-27,53.35
2015-08-28,57.15
2015-08-31,56.99
2015-09-01,57.01
2015-09-02,57.23
2015-09-03,57.2
2015-09-04,56.7
2015-09-08,57.52
2015-09-09,57.69
2015-09-10,56.9
2015-09-11,56.823
2015-09-14,57.455
2015-09-15,57.28
2015-09-16,57.94
2015-09-17,61.53
2015-09-18,60.29
2015-09-21,60.44
2015-09-22,58.235
2015-09-23,58.15
2015-09-24,56.32
2015-09-25,55.43
2015-09-28,53.71
2015-09-29,52.45
2015-09-30,53.02
2015-10-01,53.0
2015-10-02,51.75
2015-10-05,53.32
2015-10-06,50.73
2015-10-07,51.57
2015-10-08,52.26
2015-10-09,55.72
2015-10-12,57.79
2015-10-13,57.3
2015-10-14,57.51
2015-10-15,57.745
2015-10-16,55.97
2015-10-19,56.75
2015-10-20,55.75
2015-10-21,54.54
2015-10-22,56.04
2015-10-23,59.7
2015-10-26,61.02
2015-10-27,60.92
2015-10-28,59.53
2015-10-29,60.23
2015-10-30,60.3101
2015-11-02,60.59
2015-11-03,60.84
2015-11-04,60.3
2015-11-05,60.3
2015-11-06,61.5
2015-11-09,60.16
2015-11-10,60.07
2015-11-11,59.64
2015-11-12,59.27
2015-11-13,58.81
2015-11-16,58.07
2015-11-17,57.39
2015-11-18,57.71
2015-11-19,58.5
2015-11-20,58.78
2015-11-23,58.56
2015-11-24,56.8
2015-11-25,56.23
2015-11-27,56.8
2015-11-30,55.74
2015-12-01,57.0
2015-12-02,57.89
2015-12-03,56.74
2015-12-04,58.9
2015-12-07,60.53
2015-12-08,58.662
2015-12-09,57.87
2015-12-10,59.51
2015-12-11,57.04
2015-12-14,57.31
2015-12-15,57.9
2015-12-16,58.85
2015-12-17,57.32
2015-12-18,56.91
2015-12-21,58.05
2015-12-22,57.99
2015-12-23,58.36
2015-12-24,59.78
2015-12-28,58.99
2015-12-29,59.29
2015-12-30,57.47
2015-12-31,57.3
2016-01-04,55.63
2016-01-05,55.07
2016-01-06,55.19
2016-01-07,52.615
2016-01-08,51.87
2016-01-11,51.62
2016-01-12,50.86
2016-01-13,48.06
2016-01-14,47.86
2016-01-15,45.68
2016-01-19,45.14
2016-01-20,45.14
2016-01-21,45.34
2016-01-22,46.73
2016-01-25,46.46
2016-01-26,47.23
2016-01-27,47.72
2016-01-28,46.1
2016-01-29,48.32
